2143.032469455052 1577.107142857135 
2201.3403098197023 1530.1658730158654 
2224.1754771077076 508.83373015873093 
2282.675734034475 505.3162698412706 
2349.1896315374884 471.1099206349215 
2452.6040241086434 457.2980158730167 
2482.3619406840394 444.7900793650802 
2521.917095841141 439.73531746031813 
2551.6750124165364 427.2273809523816 
2564.958632796771 418.0107142857149 
2610.3937945460566 405.5027777777784 
2637.465449744063 398.0452380952386 
2682.9006114933504 385.53730158730207 
2748.2816557010847 234.92341269841245 
2876.4214421948113 201.003968253968 
2892.8409070328903 149.7376984126983 
3020.9899983007485 107.94761904761899 
3178.252724848503 78.89246031746032 
3254.304125277625 72.12301587301592 
3477.6579073991174 55.68174603174608 
2738.5902624695277 376.4515873015874 
2876.430746968941 193.1333333333331 
